region,category,name,query,score,blog_mentions,instagram_mentions,cafe_mentions,facebook_mentions,address,category_hint,source,source_url,collected_at
가평,affordable_stays,W지우리조트,가평 W지우리조트,100,1354,0,303,0,경기도 가평군 가평읍 북한강변로 970-9 W지우리조트,"숙박>콘도,리조트",naver_search_api,http://www.wjiwooresort.com,2026-05-22T05:48:35+00:00
가평,affordable_stays,은하눌풀빌라,가평 은하눌풀빌라,100,110,0,28,0,경기도 가평군 북면 꽃넘이길 71-1 은하눌풀빌라,숙박>펜션,naver_search_api,http://eunhanul.staynt.co.kr,2026-05-22T05:48:35+00:00
가평,affordable_stays,파인트리키즈풀빌라,가평 파인트리키즈풀빌라,100,2785,0,1465,0,경기도 가평군 상면 축령로45번길 62-29 파인트리키즈풀빌라,숙박>펜션,naver_search_api,http://pinetreekids.co.kr,2026-05-22T05:48:35+00:00
가평,affordable_stays,가평자작나무글램핑,가평 가평자작나무글램핑,100,835,0,587,0,경기도 가평군 북면 화악산로 729-17,"숙박>캠핑,야영장",naver_search_api,http://jajaknamoo.co.kr/,2026-05-22T05:48:35+00:00
가평,affordable_stays,"안녕,오늘풀빌라펜션","가평 안녕,오늘풀빌라펜션",100,83,0,3,0,"경기도 가평군 청평면 호명리길 182 안녕,오늘 풀빌라 펜션",숙박>펜션,naver_search_api,https://www.안녕오늘풀빌라.com/,2026-05-22T05:48:35+00:00
가평,affordable_stays,디어먼데이 춘천남이섬 호텔정관루점,가평 디어먼데이 춘천남이섬 호텔정관루점,100,12,0,61,0,강원특별자치도 춘천시 남산면 방하리 198-1,"서비스,산업>장소대여",naver_search_api,,2026-05-22T05:48:35+00:00
가평,affordable_stays,봉봉게스트하우스,가평 봉봉게스트하우스,100,462,0,41,0,경기도 가평군 청평면 양진길 11-10,숙박>게스트하우스,naver_search_api,https://www.instagram.com/bongbongguesthaus,2026-05-22T05:48:35+00:00
가평,affordable_stays,취옹예술관,가평 취옹예술관,100,854,0,285,0,경기도 가평군 상면 수목원로 300,숙박>전통숙소,naver_search_api,https://site.onda.me/20419,2026-05-22T05:48:35+00:00
가평,affordable_stays,자라게스트하우스,가평 자라게스트하우스,100,1425,0,244,0,경기도 가평군 가평읍 호반로 2583,숙박>게스트하우스,naver_search_api,,2026-05-22T05:48:35+00:00
가평,affordable_stays,자라섬게스트하우스,가평 자라섬게스트하우스,100,11337,0,6066,0,경기도 가평군 가평읍 오리나무길 51 자라섬게스트하우스,숙박>게스트하우스,naver_search_api,http://www.jarasumguesthouse.com/,2026-05-22T05:48:35+00:00
가평,affordable_stays,에그하우스 가평점,가평 에그하우스 가평점,100,26,0,2,0,경기도 가평군 가평읍 가화로 55-9 2층,숙박>게스트하우스,naver_search_api,http://에그하우스.com/index.html,2026-05-22T05:48:35+00:00
가평,camping,트라움풀빌라글램핑&amp;카라반,가평 트라움풀빌라글램핑&amp;카라반,100,3024,0,866,0,경기도 가평군 상면 왕대벌길 60 트라움 풀빌라글램핑&카라반,"숙박>캠핑,야영장",naver_search_api,http://트라움풀글램핑.com,2026-05-22T05:48:35+00:00
가평,camping,새연 카라반 글램핑 현리1호점,가평 새연 카라반 글램핑 현리1호점,100,517,0,65,0,경기도 가평군 조종면 운악청계로333번길 86,"숙박>캠핑,야영장",naver_search_api,http://saeyeoncaravan.co.kr/?intro=OK,2026-05-22T05:48:35+00:00
가평,camping,가평명지산카라반글램핑,가평 가평명지산카라반글램핑,100,29795,0,29543,0,경기도 가평군 북면 가화로 2932-23 가평명지산카라반글램핑,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/myeongjisan_glamping,2026-05-22T05:48:35+00:00
가평,camping,새연 카라반 글램핑 설악2호점,가평 새연 카라반 글램핑 설악2호점,100,428,0,54,0,경기도 가평군 설악면 유명로 1939 새연리조트 설악2호점,"숙박>캠핑,야영장",naver_search_api,http://www.새연리조트가평설악2호점.com,2026-05-22T05:48:35+00:00
가평,camping,바이올린 글램핑&amp;카라반,가평 바이올린 글램핑&amp;카라반,100,2143,0,12,0,경기도 가평군 가평읍 북한강변로 443 바이올린 글램핑,"숙박>캠핑,야영장",naver_search_api,http://www.violinglamping.co.kr/,2026-05-22T05:48:35+00:00
가평,camping,오로라키즈풀빌라,가평 오로라키즈풀빌라,100,1342,0,372,0,경기도 가평군 상면 임초밤안골로 306,숙박>펜션,naver_search_api,https://www.instagram.com/aurorakidspoolvilla,2026-05-22T05:48:35+00:00
가평,camping,자라섬캠핑장,가평 자라섬캠핑장,100,17556,0,5333,0,경기도 가평군 가평읍 자라섬로 60,"숙박>캠핑,야영장",naver_search_api,https://www.gpfmc.or.kr/,2026-05-22T05:48:35+00:00
가평,camping,산으로 간 니모,가평 산으로 간 니모,100,618,0,393,0,경기도 가평군 조종면 연인산로 670-321,"숙박>캠핑,야영장",naver_search_api,http://www.nemocamp.com/,2026-05-22T05:48:35+00:00
가평,camping,둥지캠핑장,가평 둥지캠핑장,100,583,0,825,0,경기도 가평군 설악면 묵안로 976-62 둥지캠핑장,숙박>펜션,naver_search_api,https://booking.naver.com/booking/3/bizes/486774,2026-05-22T05:48:35+00:00
가평,camping,삐삐키즈풀빌라&amp;카라반,가평 삐삐키즈풀빌라&amp;카라반,100,2115,0,1047,0,경기도 가평군 상면 임초밤안골로 115-45 삐삐키즈풀빌라 풀카라반,숙박>펜션,naver_search_api,http://삐삐키즈풀빌라.com/,2026-05-22T05:48:35+00:00
가평,desserts,델씨엘로 본점,가평 델씨엘로 본점,100,438,0,17,0,경기도 가평군 청평면 경춘로 1031 델씨엘로,음식점>피자,naver_search_api,https://www.tabling.co.kr/restaurant/4528,2026-05-22T05:48:35+00:00
가평,desserts,파리바게뜨 PB가평휴게소점,가평 파리바게뜨 PB가평휴게소점,100,330,0,2052,0,경기도 가평군 설악면 미사리로540번길 51 가평(춘천방향)휴게소 1층,"카페,디저트>베이커리",naver_search_api,https://www.paris.co.kr/,2026-05-22T05:48:35+00:00
가평,desserts,가평양떼목장,가평 가평양떼목장,100,21440,0,2603,0,경기도 가평군 설악면 유명로 1209,"여행,명소>관광농원,팜스테이",naver_search_api,https://www.instagram.com/gapyeong_sheep_official/,2026-05-22T05:48:35+00:00
가평,desserts,골든트리 가평,가평 골든트리 가평,100,5084,0,279,0,경기도 가평군 가평읍 북한강변로 326-124,"음식점>카페,디저트",naver_search_api,http://instagram.com/goldentree__official,2026-05-22T05:48:35+00:00
가평,desserts,더강,가평 더강,100,2206,0,153,0,경기도 가평군 가평읍 굴바우길 86,"음식점>카페,디저트",naver_search_api,https://www.instagram.com/the_river86/,2026-05-22T05:48:35+00:00
가평,desserts,자잠157,가평 자잠157,100,3248,0,120,0,경기도 가평군 설악면 자잠로 157 자잠157,"음식점>카페,디저트",naver_search_api,https://www.instagram.com/jajam157,2026-05-22T05:48:35+00:00
가평,desserts,리버레인,가평 리버레인,100,5520,0,10379,0,경기도 가평군 청평면 북한강로 2141-3 리버레인카페,"음식점>카페,디저트",naver_search_api,https://www.instagram.com/cafe_riverlane.official?igsh=em1lbndwdjdxNGJn&utm_source=qr,2026-05-22T05:48:35+00:00
가평,desserts,던킨 가평휴게소하점,가평 던킨 가평휴게소하점,100,182,0,374,0,경기도 가평군 설악면 미사리로540번길 51,"카페,디저트>도넛",naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,델씨엘로 본점,가평 델씨엘로 본점,100,438,0,17,0,경기도 가평군 청평면 경춘로 1031 델씨엘로,음식점>피자,naver_search_api,https://www.tabling.co.kr/restaurant/4528,2026-05-22T05:48:35+00:00
가평,foods,고고다이노 키친,가평 고고다이노 키친,100,76,0,5,0,경기도 가평군 설악면 자잠로 229 3층 고고다이노 키친,음식점>패밀리레스토랑,naver_search_api,http://gogodinokids-hotel.kr/,2026-05-22T05:48:35+00:00
가평,foods,가평휴게소(춘천방향) 식당가,가평 가평휴게소(춘천방향) 식당가,100,9058,0,2833,0,경기도 가평군 설악면 미사리로540번길 51,음식점>한식,naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,남이금강막국수,가평 남이금강막국수,100,3867,0,35,0,경기도 가평군 가평읍 북한강변로 1078-8,한식>닭갈비,naver_search_api,https://blog.naver.com/2dootv,2026-05-22T05:48:35+00:00
가평,foods,파주닭국수 가평점,가평 파주닭국수 가평점,100,6779,0,2497,0,경기도 가평군 가평읍 가화로 383 파주닭국수 가평점,한식>국수,naver_search_api,https://blog.naver.com/dbrksp0919,2026-05-22T05:48:35+00:00
가평,foods,할매춘천닭갈비 가평본점,가평 할매춘천닭갈비 가평본점,100,10124,0,736,0,경기도 가평군 가평읍 북한강변로 1108,한식>닭갈비,naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,힐링닭갈비 가평본점,가평 힐링닭갈비 가평본점,100,59998,0,4873,0,경기도 가평군 가평읍 북한강변로 1083 힐링닭갈비 가평,한식>닭갈비,naver_search_api,http://healingdakgalbi.itrocks.kr/,2026-05-22T05:48:35+00:00
가평,foods,설악한우마을,가평 설악한우마을,100,4329,0,369,0,경기도 가평군 설악면 신천중앙로 101,"육류,고기요리>정육식당",naver_search_api,http://www.charmhanwoo.com/,2026-05-22T05:48:35+00:00
가평,foods,고우다 가평본점,가평 고우다 가평본점,100,556,0,10,0,경기도 가평군 청평면 호반로 399-80 1층,"한식>육류,고기요리",naver_search_api,https://www.instagram.com/gouda.4422,2026-05-22T05:48:35+00:00
가평,foods,청평호반닭갈비막국수 설악점,가평 청평호반닭갈비막국수 설악점,100,5070,0,432,0,경기도 가평군 설악면 유명로 1674 청평호반닭갈비막국수 설악점,한식>닭갈비,naver_search_api,https://www.tabling.co.kr/restaurant/10386,2026-05-22T05:48:35+00:00
가평,foods,청평장마당순대국밥,가평 청평장마당순대국밥,100,850,0,218,0,경기도 가평군 청평면 시장중앙로 10 형제수퍼,"한식>순대,순댓국",naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,"시장닭집,시장통닭","가평 시장닭집,시장통닭",100,36,0,2492,0,경기도 가평군 청평면 시장중앙로 7 시장닭집,"음식점>치킨,닭강정",naver_search_api,http://m.facebook.com/,2026-05-22T05:48:35+00:00
가평,foods,가평잣고을시장닭갈비,가평 가평잣고을시장닭갈비,100,5910,0,635,0,경기도 가평군 가평읍 장터길 1 가평잣고을시장닭갈비,한식>닭갈비,naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,소담집밥,가평 소담집밥,100,63,0,3,0,경기도 가평군 청평면 시장중앙로 5 1층,음식점>한식,naver_search_api,,2026-05-22T05:48:35+00:00
가평,foods,김밥나라 청평시장점,가평 김밥나라 청평시장점,57,4,0,1,0,경기도 가평군 청평면 청평리 808-5,음식점>분식,naver_search_api,,2026-05-22T05:48:35+00:00
가평,places,아침고요수목원,가평 아침고요수목원,100,147074,0,22249,0,경기도 가평군 상면 수목원로 432,"여행,명소>식물원,수목원",naver_search_api,https://www.instagram.com/morningcalm_garden/,2026-05-22T05:48:35+00:00
가평,places,쁘띠프랑스,가평 쁘띠프랑스,100,68051,0,13235,0,경기도 가평군 청평면 호반로 1063,"여행,명소>테마파크",naver_search_api,http://www.pfcamp.com/,2026-05-22T05:48:35+00:00
가평,places,델씨엘로 본점,가평 델씨엘로 본점,100,438,0,17,0,경기도 가평군 청평면 경춘로 1031 델씨엘로,음식점>피자,naver_search_api,https://www.tabling.co.kr/restaurant/4528,2026-05-22T05:48:35+00:00
가평,places,고고다이노 키친,가평 고고다이노 키친,100,76,0,5,0,경기도 가평군 설악면 자잠로 229 3층 고고다이노 키친,음식점>패밀리레스토랑,naver_search_api,http://gogodinokids-hotel.kr/,2026-05-22T05:48:35+00:00
가평,places,파리바게뜨 PB가평휴게소점,가평 파리바게뜨 PB가평휴게소점,100,330,0,2052,0,경기도 가평군 설악면 미사리로540번길 51 가평(춘천방향)휴게소 1층,"카페,디저트>베이커리",naver_search_api,https://www.paris.co.kr/,2026-05-22T05:48:35+00:00
가평,places,명품계곡길,가평 명품계곡길,100,2300,0,617,0,경기도 가평군 가평읍 승안리 산114,"여행,명소>산책로",naver_search_api,,2026-05-22T05:48:35+00:00
가평,places,경기둘레길가평21코스,가평 경기둘레길가평21코스,100,12379,0,4458,0,경기도 가평군 가평읍 상색리 산37-1,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
가평,places,경기둘레길가평23코스,가평 경기둘레길가평23코스,100,11467,0,4049,0,경기도 가평군 청평면 북한강로 1849-24,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
가평,places,경기둘레길가평22코스,가평 경기둘레길가평22코스,100,11241,0,4130,0,경기도 가평군 청평면 하천리 산91-1,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
가평,places,경기둘레길가평20코스,가평 경기둘레길가평20코스,100,29156,0,6985,0,경기도 가평군 가평읍 승안리 1-4 1-3,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
강릉,affordable_stays,정동진 호텔 탑스빌,강릉 정동진 호텔 탑스빌,100,156,0,111,0,강원특별자치도 강릉시 강동면 헌화로 1007-42,숙박>펜션,naver_search_api,http://www.정동진호텔.com/,2026-05-22T05:48:35+00:00
강릉,affordable_stays,호텔보름,강릉 호텔보름,100,1742,0,533,0,강원특별자치도 강릉시 사천면 진리해변길 34,숙박>모텔,naver_search_api,https://yanolja.com/places/10058524,2026-05-22T05:48:35+00:00
강릉,affordable_stays,멍엔서프,강릉 멍엔서프,100,626,0,53,0,강원특별자치도 강릉시 창해로 237 1층,"스포츠,오락>서핑,윈드서핑",naver_search_api,http://mungsurf.co.kr/,2026-05-22T05:48:35+00:00
강릉,affordable_stays,스테이123,강릉 스테이123,100,531,0,305,0,강원특별자치도 강릉시 구정면 구정중앙로 155-8 1층,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/__stay123__,2026-05-22T05:48:35+00:00
강릉,affordable_stays,더뷰티호텔,강릉 더뷰티호텔,100,225,0,116,0,강원특별자치도 강릉시 옥천로62번길 19,숙박>호텔,naver_search_api,https://강릉맛집.여기유.com/FrumDe,2026-05-22T05:48:35+00:00
강릉,affordable_stays,와이앤지비즈니스호텔펜션,강릉 와이앤지비즈니스호텔펜션,100,73,0,4,0,강원특별자치도 강릉시 경포로475번길 41,숙박>펜션,naver_search_api,,2026-05-22T05:48:35+00:00
강릉,affordable_stays,브라운도트 강릉역점,강릉 브라운도트 강릉역점,100,263,0,35,0,강원특별자치도 강릉시 동부시장길 14,숙박>호텔,naver_search_api,http://browndot_gangneung.jalib.site/,2026-05-22T05:48:35+00:00
강릉,affordable_stays,호텔이코노미,강릉 호텔이코노미,100,906,0,241,0,강원특별자치도 강릉시 해안로 539,숙박>호텔,naver_search_api,,2026-05-22T05:48:35+00:00
강릉,affordable_stays,더호텔비즈니스,강릉 더호텔비즈니스,100,147,0,3592,0,강원특별자치도 강릉시 해안로 549 3~5층,숙박>호텔,naver_search_api,,2026-05-22T05:48:35+00:00
강릉,affordable_stays,호텔 더 샵,강릉 호텔 더 샵,100,3436,0,239387,0,강원특별자치도 강릉시 동부시장길 35,숙박>모텔,naver_search_api,,2026-05-22T05:48:35+00:00
강릉,affordable_stays,강릉 솔게스트하우스 경포본점,강릉 강릉 솔게스트하우스 경포본점,100,2189,0,187,0,강원특별자치도 강릉시 경포로463번길 36 3층,숙박>게스트하우스,naver_search_api,http://solguest.com/,2026-05-22T05:48:35+00:00
강릉,affordable_stays,강릉게스트하우스 중앙점,강릉 강릉게스트하우스 중앙점,100,4207,0,358,0,강원특별자치도 강릉시 경강로2103번길 17 강릉게스트하우스 중앙점,숙박>게스트하우스,naver_search_api,https://www.youtube.com/@guesthouselife,2026-05-22T05:48:35+00:00
강릉,affordable_stays,후아유 게스트하우스 강릉경포점,강릉 후아유 게스트하우스 강릉경포점,100,2561,0,193,0,강원특별자치도 강릉시 경포로475번길 37 후아유강릉게스트하우스,숙박>게스트하우스,naver_search_api,https://blog.naver.com/gngh37,2026-05-22T05:48:35+00:00
강릉,affordable_stays,강문애 게스트하우스,강릉 강문애 게스트하우스,100,547,0,17,0,강원특별자치도 강릉시 창해로 245 강문애게스트하우스,숙박>게스트하우스,naver_search_api,https://blog.naver.com/gangmunlove,2026-05-22T05:48:35+00:00
강릉,affordable_stays,하파서프,강릉 하파서프,100,640,0,98,0,강원특별자치도 강릉시 사천면 해안로 1060 1층,"스포츠,오락>서핑,윈드서핑",naver_search_api,http://www.hafasurf.co.kr/,2026-05-22T05:48:35+00:00
강릉,camping,연곡해변솔향기캠핑장,강릉 연곡해변솔향기캠핑장,100,7821,0,3198,0,강원특별자치도 강릉시 연곡면 해안로 1282,숙박>펜션,naver_search_api,https://camping.gtdc.or.kr/,2026-05-22T05:48:35+00:00
강릉,camping,경포대카라반 세인트린느프렌즈,강릉 경포대카라반 세인트린느프렌즈,100,318,0,26,0,강원특별자치도 강릉시 해안로 388 1층,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/saintlignefriends,2026-05-22T05:48:35+00:00
강릉,camping,강릉 경포 카라반파크,강릉 강릉 경포 카라반파크,100,396,0,40,0,강원특별자치도 강릉시 사천면 방동리 113-2 강릉경포카라반파크,"숙박>캠핑,야영장",naver_search_api,http://www.seacaravan.co.kr,2026-05-22T05:48:35+00:00
강릉,camping,유메모리 캠핑,강릉 유메모리 캠핑,100,480,0,70,0,강원특별자치도 강릉시 성산면 보현길 125 유메모리 캠핑,"숙박>캠핑,야영장",naver_search_api,https://www.camfit.co.kr/camp/6692224e090dd2001e502c7c,2026-05-22T05:48:35+00:00
강릉,camping,대관령솔내음오토캠핑장,강릉 대관령솔내음오토캠핑장,100,3102,0,1424,0,강원특별자치도 강릉시 성산면 삼포암길 48 대관령솔내음,"숙박>캠핑,야영장",naver_search_api,http://dscamp.co.kr/,2026-05-22T05:48:35+00:00
강릉,camping,솔향강릉카라반캠핑장,강릉 솔향강릉카라반캠핑장,100,7422,0,81,0,강원특별자치도 강릉시 경강로 2580 강릉경찰수련원내 솔향강릉오토캠핑장,"숙박>캠핑,야영장",naver_search_api,http://solcaravancamping.com/,2026-05-22T05:48:35+00:00
강릉,camping,주문진 글램핑 오토캠핑장,강릉 주문진 글램핑 오토캠핑장,100,3371,0,99,0,강원특별자치도 강릉시 주문진읍 신리천로 951-9,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/jumunjin_glamping/,2026-05-22T05:48:35+00:00
강릉,camping,소금강자동차야영장,강릉 소금강자동차야영장,100,699,0,244,0,강원특별자치도 강릉시 연곡면,"숙박>캠핑,야영장",naver_search_api,http://www.knps.or.kr/,2026-05-22T05:48:35+00:00
강릉,camping,곱창전골명가 도계물닭갈비,강릉 곱창전골명가 도계물닭갈비,100,258,0,88,0,강원특별자치도 강릉시 성산면 구산길 92,"한식>찌개,전골",naver_search_api,https://youtu.be/SVYqe2urRaA?si=tSS78oY4vm5mzJDC,2026-05-22T05:48:35+00:00
강릉,camping,베이스캠프,강릉 베이스캠프,100,2923,0,1038,0,강원특별자치도 강릉시 사천면 해안로 940-14,"숙박>캠핑,야영장",naver_search_api,http://www.buscaravan.co.kr,2026-05-22T05:48:35+00:00
강릉,camping,강릉여행 굿캠핑,강릉 강릉여행 굿캠핑,100,195,0,32,0,강원특별자치도 강릉시 사천면 해안로 904-8,"숙박>캠핑,야영장",naver_search_api,https://goodcampingps.kr/,2026-05-22T05:48:35+00:00
강릉,desserts,카페 이진리,강릉 카페 이진리,100,4054,0,112,0,강원특별자치도 강릉시 임영로 234 이진리,"음식점>카페,디저트",naver_search_api,https://bio.site/easily,2026-05-22T05:48:35+00:00
강릉,desserts,테라로사 커피공장 강릉본점,강릉 테라로사 커피공장 강릉본점,100,28879,0,3268,0,강원특별자치도 강릉시 구정면 현천길 7,"카페,디저트>카페",naver_search_api,https://terarosa.com,2026-05-22T05:48:35+00:00
강릉,desserts,강릉카페 체크이스트,강릉 강릉카페 체크이스트,100,116662,0,48101,0,강원특별자치도 강릉시 강변북길 153 체크이스트,"음식점>카페,디저트",naver_search_api,https://smartstore.naver.com/checkeast,2026-05-22T05:48:35+00:00
강릉,desserts,곳,강릉 곳,100,2182477,0,776588,0,강원특별자치도 강릉시 사천면 진리해변길 143,"카페,디저트>베이커리",naver_search_api,,2026-05-22T05:48:35+00:00
강릉,desserts,카페 툇마루,강릉 카페 툇마루,100,54470,0,2069,0,강원특별자치도 강릉시 난설헌로 232 카페 툇마루,"음식점>카페,디저트",naver_search_api,https://www.instagram.com/toenmaru_official,2026-05-22T05:48:35+00:00
강릉,desserts,346커피스토리,강릉 346커피스토리,100,7296,0,194,0,강원특별자치도 강릉시 창해로 348 나동1-3층 346커피스토리,"음식점>카페,디저트",naver_search_api,,2026-05-22T05:48:35+00:00
강릉,desserts,갤러리밥스,강릉 갤러리밥스,100,23314,0,764,0,강원특별자치도 강릉시 난설헌로 144 82-7 갤러리밥스,"음식점>카페,디저트",naver_search_api,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.instagram.com/g_gallerybobs/&ved=2ahUKEwjh48Gvys_tAhWVBogKHYLCCMIQFjAAegQIARAB&usg=AOvVaw0Ok_-tOZ_Na259FyWaAcyX&cshid=1608021375949,2026-05-22T05:48:35+00:00
강릉,foods,강릉짬뽕순두부 동화가든 본점,강릉 강릉짬뽕순두부 동화가든 본점,100,67507,0,3915,0,강원특별자치도 강릉시 초당순두부길77번길 15 동화가든,한식>두부요리,naver_search_api,https://www.donghwagarden.com,2026-05-22T05:48:35+00:00
강릉,foods,카페 이진리,강릉 카페 이진리,100,4054,0,112,0,강원특별자치도 강릉시 임영로 234 이진리,"음식점>카페,디저트",naver_search_api,https://bio.site/easily,2026-05-22T05:48:35+00:00
강릉,foods,테라로사 커피공장 강릉본점,강릉 테라로사 커피공장 강릉본점,100,28879,0,3268,0,강원특별자치도 강릉시 구정면 현천길 7,"카페,디저트>카페",naver_search_api,https://terarosa.com,2026-05-22T05:48:35+00:00
강릉,foods,배니닭강정,강릉 배니닭강정,100,28439,0,708,0,강원특별자치도 강릉시 금성로13번길 3-1 (성남동),"음식점>치킨,닭강정",naver_search_api,http://smartstore.naver.com/gsbaenni,2026-05-22T05:48:35+00:00
강릉,foods,강릉 수제 어묵고로케,강릉 강릉 수제 어묵고로케,100,42230,0,5249,0,강원특별자치도 강릉시 금성로13번길 8 1층,분식>종합분식,naver_search_api,http://eomukcroquette.com/,2026-05-22T05:48:35+00:00
강릉,foods,엄지네포장마차 본점,강릉 엄지네포장마차 본점,100,12015,0,627,0,강원특별자치도 강릉시 경강로2255번길 21,"한식>해물,생선요리",naver_search_api,https://www.instagram.com/umjinae_gangneung?igsh=cWcxNzNxMGQxYnZ3,2026-05-22T05:48:35+00:00
강릉,foods,경포동해횟집,강릉 경포동해횟집,100,10157,0,797,0,강원특별자치도 강릉시 창해로 491 경포동해횟집,한식>생선회,naver_search_api,http://www.instagram.com/gyeongpo_dh,2026-05-22T05:48:35+00:00
